title, link, date
Serikat Buruh Minta Pemerintah Jamin Pengepungan LBH Tak Terulang,https://news.detik.com/berita/d-3656089/serikat-buruh-minta-pemerintah-jamin-pengepungan-lbh-tak-terulang,DETIKNEWS | Minggu 24 September 2017| 15:31 WIB
Bangladesh Larang Jual Kartu SIM HP ke Pengungsi Rohingya,https://news.detik.com/internasional/d-3656058/bangladesh-larang-jual-kartu-sim-hp-ke-pengungsi-rohingya,DETIKNEWS | Minggu 24 September 2017| 15:22 WIB
Banyak Kepala Daerah Kena OTT KPK| Ketum PAN Salahkan Sistem,https://news.detik.com/berita/d-3656056/banyak-kepala-daerah-kena-ott-kpk-ketum-pan-salahkan-sistem,DETIKNEWS | Minggu 24 September 2017| 15:16 WIB
Gunung Agung Awas| Menko Luhut Tinjau Pos Pengungsian di Klungkung,https://news.detik.com/berita/d-3656053/gunung-agung-awas-menko-luhut-tinjau-pos-pengungsian-di-klungkung,DETIKNEWS | Minggu 24 September 2017| 15:14 WIB
Gunung Agung Awas| Gubernur Bali Tetapkan Tanggap Darurat Provinsi,https://news.detik.com/berita/d-3656055/gunung-agung-awas-gubernur-bali-tetapkan-tanggap-darurat-provinsi,DETIKNEWS | Minggu 24 September 2017| 15:13 WIB
Cerita Peternak Kambing ke Jokowi soal 'Uang Bensin',https://news.detik.com/berita/d-3656054/cerita-peternak-kambing-ke-jokowi-soal-uang-bensin,DETIKNEWS | Minggu 24 September 2017| 15:13 WIB
Cerita Saksi soal Peran Istri Fuad Amin Si Koruptor Rp 414 Miliar,https://news.detik.com/berita/d-3656049/cerita-saksi-soal-peran-istri-fuad-amin-si-koruptor-rp-414-miliar,DETIKNEWS | Minggu 24 September 2017| 15:07 WIB
TNUK Lakukan Tes DNA Feses Kucing Besar Diduga Harimau Jawa,https://news.detik.com/berita/d-3656051/tnuk-lakukan-tes-dna-feses-kucing-besar-diduga-harimau-jawa,DETIKNEWS | Minggu 24 September 2017| 15:01 WIB
Warna Pelat Kendaraan akan Diganti Agar Ramah CCTV,https://news.detik.com/detiktv/d-3656030/warna-pelat-kendaraan-akan-diganti-agar-ramah-cctv,DETIKNEWS | Minggu 24 September 2017| 14:53 WIB
Ini Lokasi Ranger TNUK Pergoki Kucing Besar Diduga Harimau Jawa,https://news.detik.com/berita/d-3656034/ini-lokasi-ranger-tnuk-pergoki-kucing-besar-diduga-harimau-jawa,DETIKNEWS | Minggu 24 September 2017| 14:49 WIB
Karnaval Pelajar Kostum Unik Ramaikan HUT Polantas Cianjur,https://news.detik.com/foto-news/d-3656023/karnaval-pelajar-kostum-unik-ramaikan-hut-polantas-cianjur,DETIKPHOTO | Minggu 24 September 2017| 14:47 WIB
Sanggah Murti PSK| Teman Sekos: Dia Begitu Kalau Kepepet Saja,https://news.detik.com/berita/d-3656032/sanggah-murti-psk-teman-sekos-dia-begitu-kalau-kepepet-saja,DETIKNEWS | Minggu 24 September 2017| 14:46 WIB
Pengamat: Dedi Mulyadi Berpeluang Diusung PDIP di Pilgub Jabar,https://news.detik.com/berita-jawa-barat/d-3656031/pengamat-dedi-mulyadi-berpeluang-diusung-pdip-di-pilgub-jabar,DETIKNEWS | Minggu 24 September 2017| 14:45 WIB
Mengeluh Nyeri Dada| Jemaah Haji Aceh Meninggal di Madinah,https://news.detik.com/berita/d-3656029/mengeluh-nyeri-dada-jemaah-haji-aceh-meninggal-di-madinah,DETIKNEWS | Minggu 24 September 2017| 14:30 WIB
